img_url,input
https://mass.alipay.com/medaicore/afts/img/1d9WS45oTfoAAAAAgFAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=aT9FVSR5NNRUJtoge-DPPP8GP0UneWkgFo842JrtNWQDAAAAZAAA52JpivwS,"{
  ""result"": ""不准确"",
  ""reason"": ""图片中没有宽粉，且图片中并不是红烧牛腩应该是红烧大排，没有鱼丸"",
  ""real_food_list"": [
    ""红烧大排"",
    ""白菜"",
    ""豆芽"",
    ""香菇"",
    ""豆腐泡"",
    ""卤豆干"",
    ""辣椒油蘸料""
  ],
  ""bh_output"": [""卤豆干"",""鱼丸"",""香菇"",""豆芽"",""宽粉"",""白菜"",""红烧牛腩"",""豆腐泡"",""辣椒油蘸料""]
}"
https://mass.alipay.com/medaicore/afts/img/NA_xRbADHkgAAAAAb1AAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=EAyaZV0Ss9Gwh0KBq80JwpSMb14JEhx7XGdP5unkERgDAAAAZAAA52Jpivcy,"{
  ""result"": ""不准确"",
  ""reason"": ""图片模糊无法分辨出品牌名称"",
  ""real_food_list"": [
    ""肉肠""
  ],
  ""bh_output"": [""双汇肉肠""]
}"
https://mass.alipay.com/medaicore/afts/img/GI9VS6AJzLQAAAAAZ7AAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=M3mbJx4eyNt3Ne4hjvzkxPrWA2OQhb1bQZg9LsXQOncDAAAAZAAA52Jpivcn,"{
  ""result"": ""不准确"",
  ""reason"": ""图中含黄色面点，非纯白馒头，AI遗漏关键食物类型影响主食判断。"",
  ""real_food_list"": [
    ""白馒头"",
    ""黄色面点""
  ],
  ""bh_output"": [""白馒头""]
}"
https://mass.alipay.com/medaicore/afts/img/7uKWSKgvPuAAAAAAgDAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=JvOgmVk5jCfynT6qUSqTWB_Bg8pG9mGvf5bHO-SV5poDAAAAZAAA52Jpivcr,"{
  ""result"": ""不准确"",
  ""reason"": ""图中的主食应该是宽粉条"",
  ""real_food_list"": [
    ""宽粉条"",
    ""煮鸡蛋"",
    ""肉末"",
    ""黄豆"",
    ""葱花"",
    ""辣椒油""
  ],
  ""bh_output"": [""黄豆"",""宽面条"",""煮鸡蛋"",""葱花"",""辣椒油"",""肉末""]
}"
https://mass.alipay.com/medaicore/afts/img/9Oq_S5oWzoIAAAAAgBAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=YobEcKC9MzxQt81e_2x1J-V32YKKS68GmKbMnZWfS4EDAAAAZAAA52JpivwW,"{
  ""result"": ""不准确"",
  ""reason"": ""将“板栗红枣发糕”误拆为独立板栗与红枣碎，忽略其为复合蒸糕整体，影响碳水与热量评估。"",
  ""real_food_list"": [
    ""板栗红枣发糕""
  ],
  ""bh_output"": [""板栗"",""红枣碎"",""板栗红枣发糕""]
}"
https://mass.alipay.com/medaicore/afts/img/z-l8S4q0pS4AAAAAfAAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=CizmkU5DBEPab_0WWp7SAGJccToBH926sZIyJMsW920DAAAAZAAA52Jpivc-,"{
  ""result"": ""不准确"",
  ""reason"": ""清晰显示为“红糖馒头”，而非“肉松小贝”"",
  ""real_food_list"": [
    ""红糖馒头""
  ],
  ""bh_output"": [""肉松小贝""]
}"
https://mass.alipay.com/medaicore/afts/img/4kyzSo-0zoIAAAAAgBAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=Q3PYtVZ5WJrfNbZc8xkoJV63U63SVIjldjMz0EFLb6oDAAAAZAAA52Jpivc7,"{
  ""result"": ""不准确"",
  ""reason"": ""图片中的牛奶应该为视界牧业脱脂纯牛奶"",
  ""real_food_list"": [
    ""豪士纯蛋糕"",
    ""视界牧业脱脂纯牛奶""
  ],
  ""bh_output"": [""豪士纯蛋糕"",""现界牧业纯牛奶""]
}"
https://mass.alipay.com/medaicore/afts/img/HhX3SJ8gmZQAAAAAgBAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=W8eSnEKZ3QNxGpdH6TxHg4aHk9VEzCsdgzG5TTcQz_0DAAAAZAAA52Jpivcx,"{
  ""result"": ""不准确"",
  ""reason"": ""图像清晰显示为韭菜鸡蛋饼，含韭菜、鸡蛋、粉条、豆干与面饼"",
  ""real_food_list"": [
    ""韭菜鸡蛋饼""
  ],
  ""bh_output"": [""葱油饼""]
}"
https://mass.alipay.com/medaicore/afts/img/dMv-TZ0p4_QAAAAAVWAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=5dUdWeqM4fXrKztqmmNBisBohJXldcC1gLPoJh31D8gDAAAAZAAA52Jpivdd,"{
  ""result"": ""不准确"",
  ""reason"": ""图片中的另一种口味冰淇淋并非一定是抹茶味"",
  ""real_food_list"": [
    ""草莓味冰淇淋"",
    ""冰淇淋""
  ],
  ""bh_output"": [""草莓味冰淇淋"",""抹茶味冰淇淋""]
}"
https://mass.alipay.com/medaicore/afts/img/BgbjTo_riV4AAAAAc1AAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=UGX6n7eLMc7tLnH-LZ77Fpj23pQXyKwBnaJkiRGkYmEDAAAAZAAA52JpiveM,"{
  ""result"": ""不准确"",
  ""reason"": ""图片模糊显示“益美滋劲爽薄荷糖“"",
  ""real_food_list"": [
    ""益美滋劲爽薄荷糖""
  ],
  ""bh_output"": [""益美滋夹心饼干""]
}"
https://mass.alipay.com/medaicore/afts/img/C9cGQI_DatwAAAAAgCAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=cgVJcjoTS7ytsSgGXh8OqZUnajMPwJsrDSWb1E_BlLoDAAAAZAAA52JpivdB,"{
  ""result"": ""不准确"",
  ""reason"": ""图片中绿色蔬菜不是香菜，无法判断是什么蔬菜。"",
  ""real_food_list"": [
    ""烤猪肉"",
    ""菠萝块"",
    ""花生碎"",
    ""辣椒碎"",
    ""青菜""
  ],
  ""bh_output"": [""香菜"",""花生碎"",""辣椒碎"",""烤猪肉"",""菠萝块""]
}"
https://mass.alipay.com/medaicore/afts/img/OtGKQJzJuhsAAAAAeRAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=n7jteeyTsAv7wypajpPkP6VKyTyAG4Vig2qvc1uYc4sDAAAAZAAA52JpivdC,"{
  ""result"": ""不准确"",
  ""reason"": ""品牌名称不对"",
  ""real_food_list"": [
    ""旺兴园咔滋脆薯片""
  ],
  ""bh_output"": [""旺旺咔滋脆薯片""]
}"
https://mass.alipay.com/medaicore/afts/img/2Ly4QboQqz4AAAAAgBAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=YhfBmy-e8dLNWMrnKz9qYwtSlmyg-yXmxdV-KYoiwhEDAAAAZAAA52JpivdP,"{
  ""result"": ""不准确"",
  ""reason"": ""酱油为调味料且量少应忽略，主菜应为炒白菜，误标酱油影响营养分析。"",
  ""real_food_list"": [
    ""炒白菜""
  ],
  ""bh_output"": [""酱油"",""炒白菜""]
}"
https://mass.alipay.com/medaicore/afts/img/azvYTriIPEMAAAAAgBAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=mjfG4WJeR9W7mUGE4vQhkRdXW4Q7nW4ITPw-UPtDsV0DAAAAZAAA52Jpivdc,"{
  ""result"": ""不准确"",
  ""reason"": ""包装明确标注“牛排味苦荞片"",
  ""real_food_list"": [
    ""牛排味苦荞片""
  ],
  ""bh_output"": [""牛肉味荞麦片""]
}"
https://mass.alipay.com/medaicore/afts/img/Cq8ZTo-N8soAAAAAgCAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=zsVajuvv7uJQkyvV5LAWgUlRXs8Kdta6NIhbfhgKQUUDAAAAZAAA52JpivdJ,"{
  ""result"": ""不准确"",
  ""reason"": ""品牌名称识别错误"",
  ""real_food_list"": [
    ""菲尝好吃 海鲜味锅巴""
  ],
  ""bh_output"": [""菲客好吃海鲜味锅巴""]
}"
https://mass.alipay.com/medaicore/afts/img/n4QsR5-z4Q0AAAAAXjAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=zsOHxRyP0zaj2-jhRkt9cWh52MLVq2Ie5k8tzXJnU_YDAAAAZAAA52JpivwZ,"甜玉米粒,香菇,木须肉,白米饭,青葱碎,黄焖鸡块"
https://mass.alipay.com/medaicore/afts/img/Ie_xRpexfmsAAAAAgDAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=43HDjpRcRDihEN4aDAMXwpYWIy23zJNhZaj_aqSOP88DAAAAZAAA52Jpivdk,"{
  ""result"": ""不准确"",
  ""reason"": ""将“甜酒酿豆腐”误拆为独立“米酒汤”，忽略其为复合甜品整体，影响热量与碳水评估。"",
  ""real_food_list"": [
    ""甜酒酿豆腐"",
    ""黑芝麻"",
    ""枸杞""
  ],
  ""bh_output"": [""黑芝麻"",""枸杞"",""米酒汤"",""甜酒酿豆腐""]
}"
https://mass.alipay.com/medaicore/afts/img/fIlJQKtYYXgAAAAAgEAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=UlQ3Q_-nQ8c-_GJTHOioiA4j-4NFlE9JfJL8YiPh2IMDAAAAZAAA52JpivdR,"{
  ""result"": ""不准确"",
  ""reason"": ""茶叶蛋、茄汁鸡排大口饭团、母亲牛肉棒均为包装或可明确辨识的独立食品"",
  ""real_food_list"": [
    ""茶叶蛋"",
    ""茄汁鸡排大口饭团"",
    ""MOTHER'S母亲牛肉棒""
  ],
  ""bh_output"": [""茶叶蛋"",""盐汁鸡排大口脆肠"",""MOTHER'S母亲牛肉棒""]
}"
https://mass.alipay.com/medaicore/afts/img/18KXTKODMPgAAAAAf_AAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=KRGNxLNBU5L9SHE8X5f6_l1blfmrQyq0FTSGT8IbM1cDAAAAZAAA52Jpivd5,"{
  ""result"": ""不准确"",
  ""reason"": ""将“麻辣火锅”误标为整体食物，应拆分锅内可见食材；“雪碧可乐”图片模糊无法分辨出是什么饮品；“蘸料”未说明类型。双汇午餐肉，无中生有"",
  ""real_food_list"": [
    ""肥牛片"",
    ""鱼丸"",
    ""腌制肉片"",
    ""土豆片"",
    ""金针菇""
    ""蘸料""
“火锅汤底”
  ],
  ""bh_output"": [""金针菇"",""土豆片"",""肥牛片"",""蘸料"",""鱼丸"",""双汇午餐肉"",""麻辣火锅"",""腌制肉片"",""雪碧可乐""]
}"
https://mass.alipay.com/medaicore/afts/img/SUy5Q4E4BXYAAAAAgBAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=2loNvVYiLkKlfekoK4rnHlqdeB4Ln0D-xsO_Jq0aPoADAAAAZAAA52Jpivdw,"{
  ""result"": ""不准确"",
  ""reason"": ""不存在独立包装的沙拉酱，只有个独立包装的香蕉"",
  ""real_food_list"": [
    ""鸡胸肉"",
    ""玉米粒"",
    ""紫叶生菜"",
    ""生菜"",
    ""西兰花""
“香蕉”
  ],
  ""bh_output"": [""鸡胸肉"",""玉米粒"",""沙拉酱"",""紫叶生菜"",""生菜"",""西兰花""]
}"
https://mass.alipay.com/medaicore/afts/img/Q5DUQZr9uuEAAAAAgCAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=1XN7GBZz-xThFdqG6WKuy16LhV_yH35H8HTBOgyIcokDAAAAZAAA52JpivdZ,"{
  ""result"": ""不准确"",
  ""reason"": ""图片清晰显示霸王茶姬神仙椰水杯身标签，名称与品牌匹配，无营养关键项误判。"",
  ""real_food_list"": [
    ""霸王茶姬神仙椰水""
  ],
  ""bh_output"": [""星巴克神仙椰水""]
}"
https://mass.alipay.com/medaicore/afts/img/0c9tTrgxG-kAAAAAgBAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=8VeM58_f1BQrpwhzxl6AjgdN-_wt1p7SUSIScBl4yyYDAAAAZAAA52Jpivd3,"{
  ""result"": ""不准确"",
  ""reason"": ""图中为炒青菜，而非白菜梗。"",
  ""real_food_list"": [
    ""南瓜"",
    ""清炒白菜"",
    ""瘦肉片"",
    ""西兰花"",
    ""火腿肠"",
    ""蘑菇"",
    ""胡萝卜片""
  ],
  ""bh_output"": [
    ""南瓜"",
    ""白菜梗"",
    ""瘦肉片"",
    ""西兰花"",
    ""火腿肠"",
    ""蘑菇"",
    ""炒青菜"",
    ""胡萝卜片""
  ]
}"
https://mass.alipay.com/medaicore/afts/img/cem2SakMoq4AAAAAgEAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=e8DzaTiOuSMFktTwp6vrPXAuOUPSSRjG_cKNDcS-XScDAAAAZAAA52JpiveJ,"{
  ""result"": ""不准确"",
  ""reason"": ""图片中应该是肉炒豆角"",
  ""real_food_list"": [
    ""白米饭"",
    ""西红柿炒鸡蛋"",
    ""猪肉炒豆角""
  ],
  ""bh_output"": [""米饭"",""西红柿炒鸡蛋"",""炒豆角""]
}"
https://mass.alipay.com/medaicore/afts/img/aZqASoMvODgAAAAAgEAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=bbm8OOu9tgV5bJqB9ViNf6eqx5GDEk59SIHDfYVoGk8DAAAAZAAA52Jpivdn,"{
  ""result"": ""不准确"",
  ""reason"": """"蒜蓉炒空心菜""应为""炒空心菜""和""拍蒜""，“红烧鸡块”应为“红烧鸡腿”"",
  ""real_food_list"": [
    ""白米饭"",
    ""红烧鸡腿"",
    ""炒空心菜"",
    ""拍蒜""
  ],
  ""bh_output"": [""蒜蓉炒空心菜"",""红烧鸡块"",""白米饭""]
}"
https://mass.alipay.com/medaicore/afts/img/y-V7ToQmI20AAAAAfcAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=_WX9xgIH4Q0uu222OvHkk2ksLFDbfNpzRG2RHFYklswDAAAAZAAA52Jpivdr,"{
  ""result"": ""不准确"",
  ""reason"": 图片中蛋饺、魔芋结、未识别出来，油豆皮误识别成油皮。"",
  ""real_food_list"": [
    ""白米饭"",
    ""肥牛"",
    ""午餐肉"",
    ""黑胡椒贡丸"",
    ""墨鱼丸"",
    ""鱼豆腐"",
    ""鹌鹑蛋"",
    ""冻豆腐"",
    ""芋头结"",
    ""金针菇"",
    ""大白菜"",
    ""土豆"",
    ""西兰花"",
    ""洋葱圈"",
    ""玉米"",
    ""油豆皮""
“蛋饺”
“魔芋结”
  ],
  ""bh_output"": [""金针菇"",""玉米"",""冻豆腐"",""午餐肉"",""洋葱圈"",""大白菜"",""肥牛"",""黑胡椒贡丸"",""芋头结"",""墨鱼丸"",""土豆"",""鹌鹑蛋"",""油皮"",""西兰花"",""啤酒鱼豆腐"",""五常米饭""]
}"
https://mass.alipay.com/medaicore/afts/img/oIlpSbGoeysAAAAAgDAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=bCZZxeBBarpMBtYQbs855WxXr_BYt33E4hMR_LJ2P7sDAAAAZAAA52JpiveF,"{
  ""result"": ""不准确"",
  ""reason"": ""未识别出牛肉应该叫面条，辣椒油应为汤底一部分为红汤，香菜葱花属微量佐料可忽略"",
  ""real_food_list"": [
    ""面条"",
    ""红汤"",
    ""香菜"",
    ""葱花""
  ],
  ""bh_output"": [""香菜"",""牛肉面"",""葱花"",""辣椒油""]
}"
https://mass.alipay.com/medaicore/afts/img/Vh2gRYyYUKYAAAAAgDAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=ZmWshrhPH7YMoO7U4yp2D5QCRpXioSzxabdeZTVAKv0DAAAAZAAA52JpiveV,"{
  ""result"": ""不准确"",
  ""reason"": ""图像清晰显示为鸡蛋火腿饼，包含面饼、鸡蛋和香肠，符合典型结构，无关键营养成分误判。"",
  ""real_food_list"": [
    ""鸡蛋火腿饼""
  ],
  ""bh_output"": [""煎饼果子""]
}"
https://mass.alipay.com/medaicore/afts/img/D8MgSL1JyG4AAAAAgDAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=fiUVcB9vDYPQO028b8XQ5InX9y2IFd3-G0JahQV_mZgDAAAAZAAA52Jpivd-,"{
  ""result"": ""不准确"",
  ""reason"": ""图片中无法分辨矿泉水品牌"",
  ""real_food_list"": [
    ""白米饭"",
    ""炒白菜"",
    ""土豆丝"",
    ""炸鸡排"",
    ""矿泉水""
  ],
  ""bh_output"": [""白米饭"",""炒白菜"",""怡宝矿泉水"",""土豆丝"",""炸鸡排""]
}"
https://mass.alipay.com/medaicore/afts/img/zT0YRass61kAAAAAdtAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=2kiFjc2hC_jUFpE94sAlXCcAFAEUTndZ7sCB9s4cUY0DAAAAZAAA52Jpived,"{
  ""result"": ""不准确"",
  ""reason"": ""图像清晰显示尖椒炒土豆，"",
  ""real_food_list"": [
    ""小米粥"",
    ""尖椒炒土豆""
  ],
  ""bh_output"": [""炒笋丝"", ""小米粥""]
}"
https://mass.alipay.com/medaicore/afts/img/-XJBR4UBud0AAAAAgDAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=mHep4YqRyPRw9MhR7wxnRbiC9RhcOy84pKGsYiHcLTwDAAAAZAAA52Jpivwa,"{
  ""result"": ""不准确"",
  ""reason"": ""图片清晰可见应该是鸭腿"",
  ""real_food_list"": [
    ""鸭腿""
  ],
  ""bh_output"": [""辣椒油"", ""姜丝"", ""酱猪肘子""]
}"
https://mass.alipay.com/medaicore/afts/img/tlxRRo89WyIAAAAAb9AAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=MFSIWNJGpX_-6-WqrXWz2KljegSnThYMT2_0qH_LDEgDAAAAZAAA52JpiveA,"{
  ""result"": ""不准确"",
  ""reason"": ""图像中仅有一根青椒"",
  ""real_food_list"": [
    ""青椒""
  ],
  ""bh_output"": [""四季豆""]
}"
https://mass.alipay.com/medaicore/afts/img/yrn_R44inB0AAAAAgBAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=AoObZQ3qvLgg2nAdWvqyNyiPFJL9fhftavuBojF_1D4DAAAAZAAA52JpiveI,"{
  ""result"": ""不准确"",
  ""reason"": ""图片中没有炒青菜。"",
  ""real_food_list"": [
    ""不太明确是什么肉类菜品"",
    ""辣椒""
  ],
  ""bh_output"": [""红烧肉"",""辣椒"",""炒青菜""]
}"
https://mass.alipay.com/medaicore/afts/img/8zYRSZSmmdwAAAAAeKAAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=90yzfMI5EeFxwDLUz4YV1fPTzCvvOnqaWT88FRo18NsDAAAAZAAA52Jpivwn,"{
  ""result"": ""不准确"",
  ""reason"": ""品牌名称错误。"",
  ""real_food_list"": [
    ""金桂花香拿铁""
  ],
  ""bh_output"": [""865金桂花香拿铁""]
}"
https://mass.alipay.com/medaicore/afts/img/MJHdQKRXsqIAAAAAY3AAAAgAomLnAABr/1024w_1024h_1l_60q_1fsa?t=i-HQQg_nSQ2HOBGWSIYjN_XM7I4lWhRvM12uVrEzfM4DAAAAZAAA52Jpivwk,"{
  ""result"": ""不准确"",
  ""reason"": ""图片中未见凉拌海带丝。"",
  ""real_food_list"": [
    ""杂粮饭"",
    ""西芹炒牛肉"",
    ""番茄炒蛋""
  ],
  ""bh_output"": [""番茄炒蛋"",""杂粮饭"",""凉拌海带丝"",""西芹炒牛肉""]
}"
